,Actors,Title,X,Y
16242, Jorge Bosch,Criminal: Spain,2019,6.9
16243, Jorge Cea,Menashe,2017,6.5
16244, Jorge Clemente,Los heroes del Mal,2016,6.2
16245, Jorge Diaz,Paranormal Activity: The Marked Ones,2014,5.0
16246, Jorge Garcia,The Ridiculous 6,2015,4.8
16247, Jorge Garcia,The Healer,2018,6.3
16248, Jorge Lendeborg Jr.,The Land,2016,6.4
16249, Jorge Lendeborg Jr.,Bumblebee,2018,6.8
16250, Jorge Lorenzo,Fastest,2012,7.8
16251, Jorge Lorenzo,Hitting the Apex,2015,8.3
16252, Jorge Luis Moreno,El silencio es bienvenido,2017,4.7
16253, Jorge Marrale,Benavidezs Case,2016,4.9
16254, Jorge Perugorría,Four Seasons in Havana,2016,6.7
16255, Jorge Poza,Dark Desire,2020,6.4
16256, Jorge Suárez,Secreto bien guardado,2019,4.9
16257, Jorge Waldhorn,Invisible,2018,6.0
16258, Jorge Zárate,Senora Acero,2014,7.2
16259, Joris Jarsky,Cupcake and Dino - General Services,2018,7.6
16260, Jorja Fox,3022,2019,4.6
16261, Jorma Taccone,Hot Rod,2007,6.7
16262, Jorma Taccone,Land of the Lost,2009,5.3
16263, Joscha Kiefer,Locked,2009,4.0
16264, Jose Angel Bichir,El desconocido,2017,7.0
16265, Jose Caro,Nicky Jam: El Ganador,2018,7.8
16266, Jose Conejo Martin,The Tax Collector,2020,4.8
16267, Jose Coronado,El Cuerpo,2012,7.6
16268, Jose Coronado,To Steal from a Thief,2016,6.3
16269, Jose Coronado,Contratiempo,2017,8.1
16270, Jose Coronado,Gold,2017,5.6
16271, Jose Coronado,Es por tu bien,2017,5.5
16272, Jose Coronado,Your Son,2018,6.1
16273, Jose Coronado,Unauthorized Living,2019,7.5
16274, Jose Luis Garcia Campos,La Esclava Blanca,2016,8.3
16275, Jose Pablo Cantillo,Crank,2006,6.9
16276, Josef Abrhám,Beauty in Trouble,2008,6.8
16277, Josef Bierbichler,Code Unknown,2001,7.2
16278, Josef Bierbichler,Merkel,2020,5.7
16279, Josef Kemr,"Secluded, Near Woods",1976,7.8
16280, Josef Sebánek,The Firemens Ball,1968,7.5
16281, Josef Zíma,Jiří Suchý - Tackling Life with Ease,2019,8.4
16282, Josefine Domes,Big Girls Dont Cry,2002,6.9
16283, Joselyn Dumas,Potato Potahto,2019,4.1
16284, Joseph,Ne Zha,2019,7.5
16285, Joseph Alex,A Murder in the Park,2015,7.3
16286, Joseph Benjamin,Iyore,2015,7.7
16287, Joseph Benjamin,Isoken,2017,6.4
16288, Joseph Bennett,Howards End,1993,7.4
16289, Joseph Blaire,Major Payne,1995,6.3
16290, Joseph Booton,MILF,2010,3.8
16291, Joseph Cali,Saturday Night Fever,1977,6.8
16292, Joseph Cross,Jack Frost,1998,5.4
16293, Joseph Cross,Untraceable,2008,6.2
16294, Joseph Gilgun,Misfits,2012,8.2
16295, Joseph Gordon-Levitt,G.I. Joe: The Rise of Cobra,2009,5.8
16296, Joseph Gordon-Levitt,50/50,2011,7.6
16297, Joseph Gordon-Levitt,The Dark Knight Rises,2012,8.4
16298, Joseph Gordon-Levitt,Lincoln,2012,7.3
16299, Joseph Gordon-Levitt,Looper,2012,7.4
16300, Joseph Gordon-Levitt,Don Jon,2013,6.5
16301, Joseph Gordon-Levitt,Sin City: A Dame to Kill For,2014,6.5
16302, Joseph Gordon-Levitt,The Walk,2015,7.3
16303, Joseph Gordon-Levitt,Snowden,2016,7.3
16304, Joseph Gordon-Levitt,Project Power,2020,6.0
16305, Joseph Huang,Dear Ex,2018,7.4
16306, Joseph Izzo,Abominable,2019,7.0
16307, Joseph Mascolo,Jaws 2,1978,5.8
16308, Joseph Melito,12 Monkeys,1996,8.0
16309, Joseph Millson,Dragonheart: Vengeance,2020,5.3
16310, Joseph Morgan,The Originals,2013,8.2
16311, Joseph Morgan,Open Grave,2014,6.2
16312, Joseph O'Conor,Lost Hearts,1973,7.1
16313, Joseph Otsiman,The Burial of Kojo,2019,6.5
16314, Joseph Pieper,Wild Card,2014,8.5
16315, Joseph Reta Belay,Running Against the Wind,2019,8.7
16316, Joseph Sikora,The Intruder,2019,5.6
16317, Joseph Simmons,All About the Washingtons,2018,4.3
16318, Joseph Vijay,Mersal,2017,7.6
16319, Joseph Vijay,Sarkar,2018,6.8
16320, Joseph Vijay,Sarkar,2018,6.8
16321, Joseph Zeng,Take My Brother Away,2018,7.0
16322, Josephine Langford,After,2019,5.3
16323, Josephine Langford,After We Collided,2020,5.0
16324, Josh Alpert,Menashe,2017,6.5
16325, Josh Baker,Mariah Careys Merriest Christmas,2015,5.0
16326, Josh Bloomberg,Marvel and ESPN Films Present: 1 of 1: Genesis,2014,4.9
16327, Josh Bowman,So Undercover,2012,5.0
16328, Josh Brener,Max Steel,2016,4.6
16329, Josh Brener,Rise of the Teenage Mutant Ninja Turtles,2018,5.2
16330, Josh Brener,What Men Want,2019,5.3
16331, Josh Brolin,The Goonies,1985,7.8
16332, Josh Brolin,No Country for Old Men,2007,8.1
16333, Josh Brolin,American Gangster,2007,7.8
16334, Josh Brolin,Milk,2009,7.5
16335, Josh Brolin,True Grit,2010,7.6
16336, Josh Brolin,Jonah Hex,2010,4.7
16337, Josh Brolin,Men in Black 3,2012,6.8
16338, Josh Brolin,Labor Day,2014,6.9
16339, Josh Brolin,Sin City: A Dame to Kill For,2014,6.5
16340, Josh Brolin,Sicario,2015,7.6
16341, Josh Brolin,Unchained: The Untold Story of Freestyle Motocross,2016,7.8
16342, Josh Brolin,Only the Brave,2017,7.6
16343, Josh Brolin,The Legacy of a Whitetail Deer Hunter,2018,5.5
16344, Josh Brolin,Sicario: Day of the Soldado,2018,7.1
16345, Josh Burdett,Loving Vincent,2017,7.8
16346, Josh Charles,Threesome,1994,6.3
16347, Josh Charles,Medal of Honor,2018,8.4
16348, Josh Charles,Framing John DeLorean,2019,6.5
16349, Josh Charles,Away,2020,6.6
16350, Josh Coxx,The Last House on the Left,2009,6.5
16351, Josh Dean,Christmas with a Prince,2018,5.2
16352, Josh Duhamel,Win a Date with Tad Hamilton!,2004,5.6
16353, Josh Duhamel,Turistas,2006,5.4
16354, Josh Duhamel,Life as We Know It,2010,6.5
16355, Josh Duhamel,Transformers: Dark of the Moon,2011,6.2
16356, Josh Duhamel,Fire with Fire,2012,5.6
16357, Josh Duhamel,Youre Not You,2014,7.3
16358, Josh Duhamel,This Is Your Death,2017,5.6
16359, Josh Duhamel,Transformers: The Last Knight,2017,5.2
16360, Josh Duhamel,Unsolved,2018,7.9
16361, Josh Duhamel,The Lost Husband,2020,6.0
16362, Josh Duhamel,Think Like a Dog,2020,5.1
16363, Josh Fadem,The Feels,2018,5.2
16364, Josh Friesen,Kongsuni and Friends,2017,3.9
16365, Josh Gad,Thanks for Sharing,2013,6.4
16366, Josh Gad,Jobs,2013,5.9
16367, Josh Gad,The Wedding Ringer,2015,6.6
16368, Josh Gad,The Angry Birds Movie,2016,6.3
16369, Josh Gad,A Dogs Purpose,2017,7.2
16370, Josh Gad,The Angry Birds Movie 2,2019,6.4
16371, Josh Grelle,Date A Live,2013,7.0
16372, Josh Grelle,Attack on Titan,2013,8.9
16373, Josh Grelle,New Initial D the Movie Legend 1: Awakening,2014,7.4
16374, Josh Grelle,ReLIFE,2016,7.8
16375, Josh Grelle,Drifters,2016,7.7
16376, Josh Grelle,Yuri on Ice,2016,8.3
16377, Josh Grelle,Akashic Record of Bastard Magic Instructor,2017,7.1
16378, Josh Grelle,In Another World With My Smartphone,2017,6.5
16379, Josh Grelle,Genocidal Organ,2017,6.4
16380, Josh Grelle,The Ancient Magus Bride,2017,7.8
16381, Josh Grelle,Tada Never Falls In Love,2018,7.1
16382, Josh Grelle,Hakata Tonkotsu Ramens,2018,7.1
16383, Josh Grelle,Astra Lost in Space,2019,8.0
16384, Josh Grelle,Sorcerous Stabber Orphen,2020,5.7
16385, Josh Groban,The Good Cop,2018,7.0
16386, Josh Hamilton,Kicking and Screaming,1995,6.8
16387, Josh Hamilton,J. Edgar,2011,6.5
16388, Josh Hamilton,Dark Skies,2013,6.3
16389, Josh Hamilton,Blaze,2018,6.6
16390, Josh Hartnett,40 Days and 40 Nights,2002,5.6
16391, Josh Hartnett,Black Hawk Down,2002,7.7
16392, Josh Hartnett,The Ottoman Lieutenant,2017,6.6
16393, Josh Hartnett,6 Below: Miracle on the Mountain,2017,5.7
16394, Josh Herdman,Two Graves,2019,4.3
16395, Josh Holloway,Whisper,2007,5.7
16396, Josh Holloway,Sabotage,2014,5.7
16397, Josh Holloway,Colony,2016,7.4
16398, Josh Hutcherson,Zathura,2005,6.2
16399, Josh Hutcherson,Bridge to Terabithia,2007,7.1
16400, Josh Hutcherson,Journey to the Center of the Earth,2008,5.8
16401, Josh Hutcherson,Cirque du Freak: The Vampires Assistant,2009,5.8
16402, Josh Hutcherson,Red Dawn,2012,5.4
16403, Josh Hutcherson,Journey 2: The Mysterious Island,2012,5.8
16404, Josh Hutcherson,The Hunger Games: Mockingjay - Part 1,2014,6.6
16405, Josh Hutcherson,The Hunger Games: Mockingjay - Part 2,2015,6.6
16406, Josh Hutcherson,Elliot the Littlest Reindeer,2018,5.1
16407, Josh Hutcherson,Ultraman,2019,6.9
16408, Josh Keaton,The Spectacular Spider-Man,2008,8.2
16409, Josh Keaton,Kulipari: An Army of Frogs,2016,6.9
16410, Josh Keaton,Kulipari: Dream Walker,2018,7.4
16411, Josh Keaton,LEGO Marvel Spider-Man: Vexed by Venom,2019,6.4
16412, Josh Leyva,Cooking on High,2018,4.9
16413, Josh Lucas,Hulk,2003,5.6
16414, Josh Lucas,An Unfinished Life,2005,7.0
16415, Josh Lucas,Ghost of New Orleans,2011,4.8
16416, Josh Lucas,Stolen,2012,5.5
16417, Josh Lucas,Dear Eleanor,2016,6.0
16418, Josh Lucas,The Secret: Dare to Dream,2020,6.4
16419, Josh Myers,Once Upon a Time in London,2019,5.8
16420, Josh O'Connor,The Durrells,2016,8.2
16421, Josh O'Connor,Gods Own Country,2017,7.7
16422, Josh O'Connor,Only You,2019,6.8
16423, Josh O'Connor,HOPE GAP,2020,6.7
16424, Josh Radnor,How I Met Your Mother,2005,8.3
16425, Josh Radnor,Social Animals,2018,5.3
16426, Josh Radnor,Social Animals,2018,5.3
16427, Josh Segarra,AJ and the Queen,2020,7.5
16428, Josh Stewart,The Neighbor,2016,5.8
16429, Josh Swickard,A California Christmas,2020,5.7
16430, Josh Tapper,Gogglebox,2013,7.4
16431, Josh Thomas,Please like Me,2013,8.5
16432, Josh Whitehouse,The Knight Before Christmas,2019,5.5
16433, Josh Wiggins,Mean Dreams,2017,6.3
16434, Josh Zuckerman,Sex Drive,2008,6.5
16435, Joshua Ang,We Not Naughty,2012,5.5
16436, Joshua Carlon,Richie Rich,2015,3.2
16437, Joshua Close,The Craigslist Killer,2011,5.3
16438, Joshua Fields Millburn,The Minimalists: Less Is Now,2021,5.9
16439, Joshua Hill,Legend,2015,6.9
16440, Joshua J. Ballard,Pants on Fire,2014,5.2
16441, Joshua John Miller,And You Thought Your Parents Were Weird,1991,4.7
16442, Joshua McGuire,Lovesick,2015,8.1
16443, Joshua McGuire,Scrotal Recall,2015,8.1
16444, Joshua McIvor,Triangle,2009,6.9
16445, Joshua Satine,A Simple Favor,2018,6.8
16446, Joshua Wei-En Tan,Sandcastle,2010,6.3
16447, Josiah David Warren,Seventy Times Seven,2012,4.3
16448, Josie Ho,Vampire Effect,2003,5.5
16449, Josie Ho,Contagion,2011,6.7
16450, Josie Ho,Open Grave,2014,6.2
16451, Josie Ho,In the Room,2016,4.6
16452, Josie Olivo,The Florida Project,2017,7.6
16453, Josie Totah,Champions,2018,6.1
16454, Josue Ochoa,Midnight Family,2020,7.4
16455, José Acosta,Birds of Passage,2019,7.5
16456, José Aldo,Conor McGregor: Notorious,2017,7.2
16457, José Carlos Bergantiños Díaz,Made You Look: A True Story About Fake Art,2021,7.0
16458, José Carlos Rodríguez,El cumple de la abuela,2016,5.8
16459, José Daniel Cristancho,El Paseo 5,2018,3.5
16460, José Garcia,Le Mac,2010,6.1
16461, José Garcia,Fonzy,2013,5.2
16462, José Luis Ferrer,The Man Who Killed Don Quixote,2018,6.4
16463, José Luis Gómez,Broken Embraces,2010,7.2
16464, José María Bakero,Barça Dreams,2015,7.3
16465, José María Galante,The Silence of Others,2019,8.0
16466, José María Yazpik,Mr. Pig,2016,5.8
16467, José María Yazpik,Narcos: Mexico,2018,8.4
16468, José María de Tavira,The Mask of Zorro,1998,6.7
16469, José Mayer,In Therapy,2009,6.4
16470, José Mota,Tad: The Lost Explorer,2013,5.9
16471, José Mota,Ozzy,2017,5.3
16472, José Pedro Bujaruz,Whisky,2004,7.0
16473, José Ramón Alexanko,Barça Dreams,2015,7.3
16474, José Rubens Chachá,Just Another Christmas,2020,6.7
16475, José Santillán Cabuto,The Chosen Ones,2016,6.7
16476, José Sefami,Ni tú ni yo,2018,4.8
16477, José de Luna,Champions,2018,7.3
16478, José de la Torre,Toy Boy,2019,6.4
16479, José Ángel Egido,The Silence of the Marsh,2020,4.8
16480, Joséphine Berry,"I, Cesar",2003,6.0
16481, Joséphine Berry,The Girl from the Song,2017,5.6
16482, Joséphine Draï,The Hook Up Plan,2018,7.2
16483, Joséphine Japy,Love at Second Sight,2019,7.0
16484, Jottapê Carvalho,Sintonia,2019,6.7
16485, Jouko Keskinen,Tuntematon sotilas,2009,6.6
16486, Jovan Adepo,Fences,2016,7.2
16487, Jovan Adepo,Overlord,2018,6.6
16488, Jovial Da Lopez,Melbourne Rewind,2016,5.7
16489, Jowharah Jones,Backfire,2019,3.5
16490, Jowita Budnik,Papusza,2013,7.4
16491, Jowita Budnik,Birds Are Singing in Kigali,2017,5.6
16492, Joy Bryant,Get Rich or Die Tryin,2005,5.4
16493, Joy Mathew,Paathi,2017,6.6
16494, Joyce Case,Mercury 13,2018,6.8
16495, Joyce Chao,The Prince Who Turns into a Frog,2005,7.0
16496, Joyce Cheng,29+1,2017,6.8
16497, Joyce Horman,ReMastered: Massacre at the Stadium,2019,7.3
16498, Joyce Ilg,Blockbustaz,2014,6.8
16499, Joyce Payne,Prince Avalanche,2013,6.4
16500, Joyce Robbins,Cut Bank,2015,6.1
16501, Joyraaj,Komola Rocket,2018,7.4
16502, Joyraj Bhattacharya,The Land of Cards,2013,5.8
16503, Joyraj Bhattacharya,Ludo,2016,2.8
16504, Joyraj Bhattacharya,Ludo,2016,2.8
16505, Joyraj Bhattacharya,Gandu,2017,5.6
16506, Jozef Kroner,The Shop on Main Street,1966,8.2
16507, João Goulão,Russell Brand: End the Drugs War,2014,7.2
16508, João Miguel,Love for Sale,2006,7.2
16509, Ju Ji-Hoon,Asura: The City of Madness,2016,6.6
16510, Ju Ji-Hoon,The Spy Gone North,2018,7.3
16511, Ju Ji-Hoon,Kingdom,2019,8.4
16512, Ju Ji-Hoon,Kingdom,2019,8.4
16513, Ju Jin-Mo,Happy End,1999,6.9
16514, Ju Jin-Mo,Friend: The Great Legacy,2013,6.2
16515, Ju-Seon Eo,New Trial,2017,6.8
16516, Ju-Seon Eo,Anarchist from Colony,2017,6.1
16517, Ju-Seon Eo,Dark Figure of Crime,2018,6.6
16518, Ju-Young Lee,The School Nurse Files,2020,6.5
16519, Ju-hwan Lim,Oh My Ghost,2015,8.1
16520, Ju-hwan Lim,Oh My Ghost,2015,8.1
16521, Ju-hwan Lim,Uncontrollably Fond,2016,7.8
16522, Ju-hwan Lim,The Bride of Habaek,2017,6.9
16523, Ju-hwan Lim,Because I Love You,2017,6.5
16524, Ju-hyuk Kim,My Wife Got Married,2008,5.5
16525, Ju-hyuk Kim,Like for Likes,2016,6.1
16526, Ju-hyuk Kim,Confidential Assignment,2017,6.6
16527, Ju-hyuk Kim,Argon,2017,7.4
16528, Ju-hyuk Kim,Heung-Boo: The Revolutionist,2018,6.1
16529, JuJu Chan Szeto,Iron Fists and Kung-Fu Kicks,2019,6.6
16530, JuJu Chan Szeto,Hollow Point,2019,4.2
16531, Juan Alfonso Baptista,Pasión de Gavilanes,2003,7.9
16532, Juan Almeida,Operation Odessa,2018,7.7
16533, Juan Antonio Llanes,"Septiembre, un llanto en silencio",2017,5.6
16534, Juan Carlos Aduviri,Even the Rain,2011,7.4
16535, Juan Carlos Cruz,El Chapo,2017,7.8
16536, Juan Carlos Hernández,Cop Out,2010,5.6
16537, Juan Catalan,Long Shot,2017,7.4
16538, Juan Colucho,La Piloto,2017,5.7
16539, Juan Diego,Nightfall in India,2014,6.0
16540, Juan Dos Santos,4L,2019,5.9
16541, Juan Du,American Dreams in China,2013,7.0
16542, Juan Fernández,The Collector,2009,6.4
16543, Juan Gabriel,?Que le dijiste a Dios?,2015,3.8
16544, Juan Gabriel Vásquez,Gabo: The Creation of Gabriel García Márquez,2015,7.3
16545, Juan Ignacio Cane,Perdida,2018,5.6
16546, Juan José Ballesta,Lasting,2013,5.1
16547, Juan Knowles,Bully,2012,6.5
16548, Juan Luis Bonilla,PJ Masks,2015,5.6
16549, Juan López-Tagle,The Man Who Killed Don Quixote,2018,6.4
16550, Juan Manuel Bernal,"Sonora, The Devil’s Highway",2019,6.3
16551, Juan Manuel Fraire Escobedo,The Three Deaths of Marisela Escobedo,2020,8.3
16552, Juan Margallo,Champions,2018,7.3
16553, Juan Minujín,The Two Popes,2019,7.6
16554, Juan Ochoa,Midnight Family,2020,7.4
16555, Juan Pablo Barragán,The Squad,2011,5.3
16556, Juan Pablo Barragán,"Amalia, la secretaria",2018,6.4
16557, Juan Pablo Castañeda,La Vida Inmoral de la Pareja Ideal,2016,7.1
16558, Juan Pablo Medina,Casese quien pueda,2014,5.7
16559, Juan Pablo Raba,Wild District,2018,8.3
16560, Juan Pablo Raba,Peppermint,2018,6.5
16561, Juan Piedrahita,Magic Mike XXL,2015,5.6
16562, Juan Ríos,Cuidado con lo que deseas,2020,4.2
16563, Juana Acosta,Perfect Strangers,2017,6.9
16564, Juana Acosta,Jefe,2018,5.4
16565, Juana Collignon,The Forbidden Kingdom,2008,6.6
16566, Juana Dapa,Birders,2019,6.4
16567, Juanita de Villiers,Die Ontwaking,2016,4.4
16568, Judah Friedlander,The Last Sharknado: Its About Time,2018,3.5
16569, Judah Lewis,Demolition,2016,7.0
16570, Judah Lewis,The Babysitter,2017,6.3
16571, Judah Lewis,Summer of 84,2018,6.7
16572, Judah Lewis,I See You,2019,6.8
16573, Judah Lewis,I See You,2019,6.8
16574, Judah Lewis,The Babysitter: Killer Queen,2020,5.8
16575, Judah Nelson,Aftermath,2017,5.7
16576, Judah Nelson,Aftermath,2017,5.7
16577, Judd Hirsch,Ordinary People,1980,7.7
16578, Judd Hirsch,Ordinary People,1980,7.7
16579, Jude Akuwudike,Sahara,2005,6.0
16580, Jude Demorest,Star,2016,6.7
16581, Jude Law,Enemy at the Gates,2001,7.6
16582, Jude Law,Alfie,2004,6.2
16583, Jude Law,The Holiday,2006,6.9
16584, Jude Law,Sherlock Holmes,2009,7.6
16585, Jude Law,Repo Men,2010,6.3
16586, Jude Law,Sherlock Holmes: A Game of Shadows,2011,7.5
16587, Jude Law,Rise of the Guardians,2012,7.3
16588, Jude Law,Spy,2015,7.0
16589, Jude Law,Genius,2016,6.6
16590, Judge Reinhold,Beverly Hills Cop,1984,7.3
16591, Judge Reinhold,Beverly Hills Cop II,1987,6.5
16592, Judi Dench,84 Charing Cross Road,1987,7.4
16593, Judi Dench,Casino Royale,2006,8.0
16594, Judi Dench,Quantum of Solace,2008,6.6
16595, Judi Dench,Philomena,2013,7.6
16596, Judi Dench,Miss Peregrines Home for Peculiar Children,2016,6.7
16597, Judi Dench,Red Joan,2019,6.4
16598, Judi Dench,All Is True,2019,6.2
16599, Judi Young,Lunatics,2019,6.6
16600, Judit Bárdos,Fair Play,2014,6.8
16601, Judit Bárdos,The Magic Quill,2018,6.5
16602, Judith Akuta,The Accidental Spy,2019,4.7
16603, Judith Anderson,Rebecca,1940,8.1
16604, Judith Audu,The Lost Okoroshi,2020,5.2
16605, Judith Barsi,All Dogs Go to Heaven,1989,6.8
16606, Judith Figueroa,Kukuli,1961,6.4
16607, Judith Hoag,Teenage Mutant Ninja Turtles: The Movie,1990,6.8
16608, Judith Ivey,Big Stone Gap,2016,5.7
16609, Judith Kahan,Twice Upon A Time,1983,6.9
16610, Judy Davis,Marie Antoinette,2006,6.5
16611, Judy Davis,The Dressmaker,2015,7.1
16612, Judy Davis,Ratched,2020,7.3
16613, Judy Garland,The Wizard of Oz,1939,8.0
16614, Judy Greer,13 Going on 30,2004,6.2
16615, Judy Greer,Archer,2009,8.6
16616, Judy Greer,"Men, Women and Children",2014,6.7
16617, Judy Greer,Grandmas Last Wishes,2015,6.7
16618, Judy Greer,Grandmas Wedding,2015,6.7
16619, Judy Greer,Ordinary World,2016,5.5
16620, Judy Greer,Ask the StoryBots,2016,8.4
16621, Judy Greer,StoryBots Super Songs,2016,8.6
16622, Judy Greer,A StoryBots Christmas,2017,6.1
16623, Judy Greer,Pottersville,2017,5.4
16624, Judy Greer,Halloween,2018,6.5
16625, Judy Greer,Driven,2019,6.3
16626, Judy Greer,Buffaloed,2020,6.2
16627, Judy Herrera,Tortilla Soup,2001,6.7
16628, Judy Parfitt,Girl with a Pearl Earring,2004,6.9
16629, Judy Reyes,All Together Now,2020,6.5
16630, Juhi Chawla,Ram Jaane,1995,5.4
16631, Juhi Chawla,Duplicate,1998,5.5
16632, Juhi Chawla,Phir Bhi Dil Hai Hindustani,2000,6.2
16633, Juhi Chawla,One 2 Ka 4,2001,5.4
16634, Juhi Chawla,Jhankaar Beats,2003,7.2
16635, Juhi Chawla,Dil Vil Pyaar Vyaar,2014,6.5
16636, Juhi Chawla,Ek Ladki Ko Dekha Toh Aisa Laga,2019,5.5
16637, Jujimufu,Inst@famous,2018,4.1
16638, Jukka Hiltunen,28 Days Later,2003,7.6
16639, Julene Renee,The Guilt Trip,2012,5.7
16640, Jules Sitruk,"I, Cesar",2003,6.0
16641, Jules de Jongh,Wakfu,2008,8.2
16642, Jules de Jongh,Thomas and Friends: Misty Island Rescue,2010,5.0
16643, Jules de Jongh,Thomas and Friends: King of the Railway,2013,6.5
16644, Jules de Jongh,Thomas and Friends: Tale of the Brave,2014,6.6
16645, Juli Ashton,Butt Detective,1995,6.8
16646, Juli Fàbregas,The Day of the Lord,2020,4.9
16647, Julia Barretto,Vince and Kath and James,2016,6.9
16648, Julia Barretto,Unexpectedly Yours,2017,6.9
16649, Julia Barretto,Love You to the Stars and Back,2017,7.6
16650, Julia Bernat,Campo Grande,2015,6.3
16651, Julia Brown,World on Fire,2020,7.2
16652, Julia Chan,The Great Canadian Baking Show,2017,7.5
16653, Julia Deakin,Spaced,1999,8.5
16654, Julia Denton,The Fundamentals of Caring,2016,7.3
16655, Julia Garner,The Last Exorcism Part II,2013,4.0
16656, Julia Garner,Grandmas Last Wishes,2015,6.7
16657, Julia Garner,Grandmas Wedding,2015,6.7
16658, Julia Greer,Marriage Story,2019,7.9
16659, Julia Jentsch,The Edukators,2004,7.5
16660, Julia Jentsch,Hier kommt: Lola,2010,5.8
16661, Julia Jones,Wind River,2017,7.7
16662, Julia Kijowska,Gleboka woda,2011,7.5
16663, Julia Kijowska,Traffic Department,2013,7.3
16664, Julia Kijowska,Nina,2018,6.2
16665, Julia Kijowska,Iron Bridge,2019,6.1
16666, Julia Marcan,5Gang,2019,1.7
16667, Julia McKenzie,Gangsta Granny,2013,5.9
