Year,Original,Series or Movie,Writer,Title,First_Writer,Films,Writers,Rating,Genre
2012.0,0.0,Series,"Nimrod Amitai, Javier Bertossi, Ignacio Arnold",El Reemplazante,Nimrod Amitai,1,1,8.5,DRAMA
2013.0,0.0,Series,Bryan Fuller,Hannibal,Bryan Fuller,1,1,8.5,CRIME
2016.0,0.0,Series,Guillermo del Toro,Trollhunters,Guillermo del Toro,1,1,8.5,ADVENTURE
2018.0,1.0,Series,Christian Einshøj,Haunted,Christian Einshøj,1,1,8.5,SHORT
2013.0,0.0,Series,"Akiyuki Shinbo, Fuyashi Tou",Monogatari Series 2nd Season,Akiyuki Shinbo,1,1,8.5,COMEDY
2019.0,0.0,Series,Tim Miller,"Love, Death and Robots",Tim Miller,1,1,8.5,ANIMATION
2019.0,0.0,Movie,"Raj Rachakonda, Ramprasad Adpaikar, Peddinti Ashok Kumar",Mallesham,Raj Rachakonda,1,1,8.5,BIOGRAPHY
2013.0,0.0,Series,"Akiyuki Shinbo, Fuyashi Tou",Monogatari Series 2nd Season,Akiyuki Shinbo,1,1,8.5,ADVENTURE
2019.0,1.0,Series,"Will Matthews, Jeffrey Addiss",The Dark Crystal: Age of Resistance,Will Matthews,1,1,8.5,FAMILY
2019.0,0.0,Series,Tim Miller,"Love, Death and Robots",Tim Miller,1,1,8.5,HORROR
2011.0,0.0,Series,"Richard Roxburgh, Charles Waterstreet, Peter Duncan",Rake,Richard Roxburgh,1,1,8.5,DRAMA
2016.0,0.0,Series,Guillermo del Toro,Trollhunters,Guillermo del Toro,1,1,8.5,FAMILY
2011.0,0.0,Movie,Manish Pandey,Senna,Manish Pandey,1,1,8.5,DOCUMENTARY
2014.0,0.0,Movie,"Peter Browne, Nick Bain",Wild Card,Peter Browne,1,1,8.5,COMEDY
2011.0,0.0,Movie,"Olivier Nakache, Éric Toledano, Philippe Pozzo di Borgo",The Intouchables,Olivier Nakache,1,1,8.5,DRAMA
2013.0,0.0,Series,Michael Hirst,Vikings,Michael Hirst,1,1,8.5,ACTION
2016.0,0.0,Movie,"Chandrakumar, Vetrimaaran",Interrogation,Chandrakumar,1,1,8.5,DRAMA
2019.0,1.0,Series,"Will Matthews, Jeffrey Addiss",The Dark Crystal: Age of Resistance,Will Matthews,1,1,8.5,DRAMA
2011.0,0.0,Movie,Manish Pandey,Senna,Manish Pandey,1,1,8.5,BIOGRAPHY
2019.0,1.0,Series,Richie Mehta,Delhi Crime,Richie Mehta,1,1,8.5,DRAMA
2013.0,0.0,Movie,Bo Burnham,Bo Burnham: what.,Bo Burnham,1,1,8.5,COMEDY
2010.0,0.0,Series,Neil Cross,Luther,Neil Cross,1,1,8.5,THRILLER
2019.0,0.0,Movie,"Alex Paun, Tom Barton-Humphreys",Untamed Romania,Alex Paun,1,1,8.5,DOCUMENTARY
2019.0,0.0,Movie,Madhumita Sundararaman,KD (A) Karuppudurai,Madhumita Sundararaman,1,1,8.5,DRAMA
2016.0,0.0,Movie,"Chandrakumar, Vetrimaaran",Interrogation,Chandrakumar,1,1,8.5,CRIME
2018.0,1.0,Series,Christian Einshøj,Haunted,Christian Einshøj,1,1,8.5,FAMILY
2013.0,0.0,Series,Bryan Fuller,Hannibal,Bryan Fuller,1,1,8.5,HORROR
2019.0,0.0,Series,Dave Chappelle,Chappelles Show,Dave Chappelle,1,1,8.5,COMEDY
2017.0,0.0,Series,Steve Lightfoot,Marvels The Punisher,Steve Lightfoot,1,1,8.5,CRIME
2013.0,0.0,Series,Michael Hirst,Vikings,Michael Hirst,1,1,8.5,ADVENTURE
2013.0,0.0,Series,Michael Hirst,Vikings,Michael Hirst,1,1,8.5,WAR
2013.0,0.0,Series,Bryan Fuller,Hannibal,Bryan Fuller,1,1,8.5,MYSTERY
2019.0,0.0,Series,Tim Miller,"Love, Death and Robots",Tim Miller,1,1,8.5,COMEDY
2016.0,0.0,Series,Guillermo del Toro,Trollhunters,Guillermo del Toro,1,1,8.5,ANIMATION
2011.0,0.0,Series,Aaron Korsh,Suits,Aaron Korsh,1,1,8.5,COMEDY
2010.0,0.0,Movie,Louis C.K.,Louis C.K.: Hilarious,Louis C.K.,1,1,8.5,COMEDY
2014.0,0.0,Movie,"Peter Browne, Nick Bain",Wild Card,Peter Browne,1,1,8.5,SHORT
2017.0,0.0,Series,"David Lynch, Mark Frost",Twin Peaks,David Lynch,1,1,8.5,THRILLER
2014.0,0.0,Series,"Asim Chaudhry, Hugo Chegwin, Allan Mustafa, Steve Stamp",People Just Do Nothing,Asim Chaudhry,1,1,8.5,COMEDY
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,FAMILY
2013.0,0.0,Series,Chris Chibnall,Broadchurch,Chris Chibnall,1,1,8.4,MYSTERY
2017.0,0.0,Movie,"Makoto Shinkai, Clark Cheng",Your Name,Makoto Shinkai,1,1,8.4,ROMANCE
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,FANTASY
2017.0,0.0,Series,"Emma Walton Hamilton, Judy Rothman Rofé, Julie Andrews",Julies Greenroom,Emma Walton Hamilton,1,1,8.4,MUSIC
2014.0,0.0,Movie,Bill Burr,Bill Burr: Im Sorry You Feel That Way,Bill Burr,1,1,8.4,COMEDY
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,COMEDY
2018.0,0.0,Movie,Jagdeep Sidhu,Qismat,Jagdeep Sidhu,1,1,8.4,DRAMA
2018.0,1.0,Series,José Padilha,The Mechanism,José Padilha,1,1,8.4,CRIME
2010.0,0.0,Movie,Paresh Mokashi,Harishchandrachi Factory,Paresh Mokashi,1,1,8.4,COMEDY
2013.0,0.0,Series,"Tim O'Sullivan, Sarah Gomes Harris",Sarah and Duck,Tim O'Sullivan,1,1,8.4,FAMILY
2019.0,0.0,Series,"Swaroop Rsj, Naveen Polishetty",Agent,Swaroop Rsj,1,1,8.4,CRIME
2020.0,0.0,Series,"David Hoge, Dan Cross",Julie and the Phantoms,David Hoge,1,1,8.4,FANTASY
2018.0,0.0,Movie,"Phil Lord, Rodney Rothman",Spider-Man: Into the Spider-Verse,Phil Lord,1,1,8.4,ANIMATION
2016.0,0.0,Movie,"Nikhil Mehrotra, Nitesh Tiwari, Rajshri Sudhakar, Piyush Gupta, Shreyas Jain",Dangal,Nikhil Mehrotra,1,1,8.4,BIOGRAPHY
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The Assassination of Gianni Versace,Tom Rob Smith,1,1,8.4,CRIME
2018.0,0.0,Movie,"Phil Lord, Rodney Rothman",Spider-Man: Into the Spider-Verse,Phil Lord,1,1,8.4,ADVENTURE
2010.0,0.0,Movie,"Mike Munn, Sam Dunn, Scot McFadyen",Rush: Beyond the Lighted Stage,Mike Munn,1,1,8.4,MUSIC
2018.0,1.0,Series,José Padilha,The Mechanism,José Padilha,1,1,8.4,THRILLER
2018.0,0.0,Movie,Jagdeep Sidhu,Qismat,Jagdeep Sidhu,1,1,8.4,ROMANCE
2017.0,1.0,Series,"Bill Dubuque, Mark Williams",Ozark,Bill Dubuque,1,1,8.4,THRILLER
2020.0,0.0,Series,"David Hoge, Dan Cross",Julie and the Phantoms,David Hoge,1,1,8.4,COMEDY
2016.0,0.0,Movie,Bo Burnham,Bo Burnham: Make Happy,Bo Burnham,1,1,8.4,COMEDY
2017.0,0.0,Series,Paolo Sorrentino,The Young Pope,Paolo Sorrentino,1,1,8.4,DRAMA
2016.0,0.0,Series,Rodrigo Bascunan,Hip-Hop Evolution,Rodrigo Bascunan,1,1,8.4,MUSIC
2017.0,0.0,Movie,"Makoto Shinkai, Clark Cheng",Your Name,Makoto Shinkai,1,1,8.4,ANIMATION
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,ADVENTURE
2018.0,1.0,Series,"Chris Brancato, Doug Miro, Carlo Bernard",Narcos: Mexico,Chris Brancato,1,1,8.4,DRAMA
2018.0,0.0,Movie,"Phil Lord, Rodney Rothman",Spider-Man: Into the Spider-Verse,Phil Lord,1,1,8.4,ACTION
2019.0,0.0,Series,"Swaroop Rsj, Naveen Polishetty",Agent,Swaroop Rsj,1,1,8.4,MYSTERY
2014.0,0.0,Series,Ronald D. Moore,Outlander,Ronald D. Moore,1,1,8.4,DRAMA
2012.0,0.0,Series,Heidi Thomas,Call the Midwife,Heidi Thomas,1,1,8.4,HISTORY
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,FANTASY
2019.0,0.0,Movie,Olga Sommerová,Jiří Suchý - Tackling Life with Ease,Olga Sommerová,1,1,8.4,DOCUMENTARY
2012.0,0.0,Movie,Quentin Tarantino,Django Unchained,Quentin Tarantino,1,1,8.4,WESTERN
2019.0,0.0,Series,"Ayelet Waldman, Susannah Grant, Michael Chabon",Unbelievable,Ayelet Waldman,1,1,8.4,CRIME
2017.0,0.0,Series,"Emma Walton Hamilton, Judy Rothman Rofé, Julie Andrews",Julies Greenroom,Emma Walton Hamilton,1,1,8.4,COMEDY
2017.0,0.0,Movie,"Makoto Shinkai, Clark Cheng",Your Name,Makoto Shinkai,1,1,8.4,FANTASY
2019.0,1.0,Series,Ricky Gervais,After Life,Ricky Gervais,1,1,8.4,DRAMA
2017.0,0.0,Movie,"Mitai Shukla, Nehal Bakshi",Love Ni Bhavai,Mitai Shukla,1,1,8.4,COMEDY
2016.0,0.0,Movie,Bo Burnham,Bo Burnham: Make Happy,Bo Burnham,1,1,8.4,MUSIC
2014.0,0.0,Series,Ronald D. Moore,Outlander,Ronald D. Moore,1,1,8.4,FANTASY
2016.0,0.0,Movie,"Nikhil Mehrotra, Nitesh Tiwari, Rajshri Sudhakar, Piyush Gupta, Shreyas Jain",Dangal,Nikhil Mehrotra,1,1,8.4,DRAMA
2018.0,1.0,Series,"Chris Brancato, Doug Miro, Carlo Bernard",Narcos: Mexico,Chris Brancato,1,1,8.4,CRIME
2016.0,0.0,Movie,"Nikhil Mehrotra, Nitesh Tiwari, Rajshri Sudhakar, Piyush Gupta, Shreyas Jain",Dangal,Nikhil Mehrotra,1,1,8.4,SPORT
2012.0,0.0,Movie,"Jonathan Nolan, David S. Goyer, Christopher Nolan, Bob Kane",The Dark Knight Rises,Jonathan Nolan,1,1,8.4,ACTION
2016.0,0.0,Series,"Brian Koppelman, Andrew Ross Sorkin, David Levien",Billions,Brian Koppelman,1,1,8.4,DRAMA
2017.0,1.0,Series,"Bill Dubuque, Mark Williams",Ozark,Bill Dubuque,1,1,8.4,DRAMA
2014.0,0.0,Series,Ronald D. Moore,Outlander,Ronald D. Moore,1,1,8.4,ROMANCE
2018.0,0.0,Series,"Tom Tykwer, Achim von Borries, Henk Handloegten",Babylon Berlin,Tom Tykwer,1,1,8.4,DRAMA
2011.0,0.0,Series,Ronan Bennett,Top Boy,Ronan Bennett,1,1,8.4,CRIME
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,ANIMATION
2015.0,0.0,Series,"Ivan Raimi, Tom Spezialy, Sam Raimi",Ash vs. Evil Dead,Ivan Raimi,1,1,8.4,COMEDY
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The Assassination of Gianni Versace,Tom Rob Smith,1,1,8.4,BIOGRAPHY
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The People v. O.J. Simpson,Tom Rob Smith,1,1,8.4,BIOGRAPHY
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,FANTASY
2010.0,0.0,Movie,Paresh Mokashi,Harishchandrachi Factory,Paresh Mokashi,1,1,8.4,BIOGRAPHY
2016.0,0.0,Series,Rodrigo Bascunan,Hip-Hop Evolution,Rodrigo Bascunan,1,1,8.4,DOCUMENTARY
2016.0,0.0,Movie,"Nikhil Mehrotra, Nitesh Tiwari, Rajshri Sudhakar, Piyush Gupta, Shreyas Jain",Dangal,Nikhil Mehrotra,1,1,8.4,ACTION
2015.0,0.0,Series,"Ivan Raimi, Tom Spezialy, Sam Raimi",Ash vs. Evil Dead,Ivan Raimi,1,1,8.4,FANTASY
2017.0,0.0,Movie,"Mitai Shukla, Nehal Bakshi",Love Ni Bhavai,Mitai Shukla,1,1,8.4,ROMANCE
2011.0,0.0,Movie,"Alex Yang, Hung Hung, Mingtang Lai, Edward Yang",A Brighter Summer Day,Alex Yang,1,1,8.4,ROMANCE
2019.0,0.0,Series,"Swaroop Rsj, Naveen Polishetty",Agent,Swaroop Rsj,1,1,8.4,COMEDY
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,ANIMATION
2017.0,0.0,Movie,"Mitai Shukla, Nehal Bakshi",Love Ni Bhavai,Mitai Shukla,1,1,8.4,DRAMA
2012.0,0.0,Movie,Quentin Tarantino,Django Unchained,Quentin Tarantino,1,1,8.4,DRAMA
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,FAMILY
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,MUSIC
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,ACTION
2019.0,0.0,Series,"Ayelet Waldman, Susannah Grant, Michael Chabon",Unbelievable,Ayelet Waldman,1,1,8.4,DRAMA
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,ACTION
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,DRAMA
2015.0,0.0,Series,"Ivan Raimi, Tom Spezialy, Sam Raimi",Ash vs. Evil Dead,Ivan Raimi,1,1,8.4,HORROR
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,ADVENTURE
2017.0,0.0,Series,"Emma Walton Hamilton, Judy Rothman Rofé, Julie Andrews",Julies Greenroom,Emma Walton Hamilton,1,1,8.4,MUSICAL
2013.0,0.0,Series,Chris Chibnall,Broadchurch,Chris Chibnall,1,1,8.4,DRAMA
2011.0,0.0,Movie,"Alex Yang, Hung Hung, Mingtang Lai, Edward Yang",A Brighter Summer Day,Alex Yang,1,1,8.4,CRIME
2015.0,0.0,Series,"Ivan Raimi, Tom Spezialy, Sam Raimi",Ash vs. Evil Dead,Ivan Raimi,1,1,8.4,ACTION
2020.0,0.0,Movie,"Alexander Nanau, Antoaneta Opris",Collective,Alexander Nanau,1,1,8.4,DOCUMENTARY
2010.0,0.0,Movie,Paresh Mokashi,Harishchandrachi Factory,Paresh Mokashi,1,1,8.4,DRAMA
2010.0,0.0,Movie,"Mike Munn, Sam Dunn, Scot McFadyen",Rush: Beyond the Lighted Stage,Mike Munn,1,1,8.4,BIOGRAPHY
2014.0,0.0,Series,"Christopher Cantwell, Christopher C. Rogers",Halt and Catch Fire,Christopher Cantwell,1,1,8.4,DRAMA
2018.0,0.0,Series,"Tom Tykwer, Achim von Borries, Henk Handloegten",Babylon Berlin,Tom Tykwer,1,1,8.4,THRILLER
2019.0,0.0,Movie,"Gustavo Menezes, Ricardo Farias, Gabriel Estrela, André Canto",Carta Para Além dos Muros,Gustavo Menezes,1,1,8.4,DOCUMENTARY
2011.0,0.0,Series,Ronan Bennett,Top Boy,Ronan Bennett,1,1,8.4,THRILLER
2017.0,1.0,Series,"Bill Dubuque, Mark Williams",Ozark,Bill Dubuque,1,1,8.4,CRIME
2011.0,0.0,Movie,"Alex Yang, Hung Hung, Mingtang Lai, Edward Yang",A Brighter Summer Day,Alex Yang,1,1,8.4,DRAMA
2018.0,1.0,Series,José Padilha,The Mechanism,José Padilha,1,1,8.4,DRAMA
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,SCI-FI
2020.0,0.0,Series,"David Hoge, Dan Cross",Julie and the Phantoms,David Hoge,1,1,8.4,MUSIC
2013.0,0.0,Series,"Dan Goor, Michael Schur",Brooklyn Nine-Nine,Dan Goor,1,1,8.4,COMEDY
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,DRAMA
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,ANIMATION
2017.0,0.0,Series,"Emma Walton Hamilton, Judy Rothman Rofé, Julie Andrews",Julies Greenroom,Emma Walton Hamilton,1,1,8.4,FAMILY
2018.0,0.0,Movie,"Phil Lord, Rodney Rothman",Spider-Man: Into the Spider-Verse,Phil Lord,1,1,8.4,FAMILY
2012.0,0.0,Series,"Michael Dante DiMartino, Bryan Konietzko",The Legend of Korra,Michael Dante DiMartino,1,1,8.4,SCI-FI
2013.0,0.0,Series,"Dan Goor, Michael Schur",Brooklyn Nine-Nine,Dan Goor,1,1,8.4,CRIME
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The People v. O.J. Simpson,Tom Rob Smith,1,1,8.4,DRAMA
2013.0,0.0,Series,Joseph Weisberg,The Americans,Joseph Weisberg,1,1,8.4,THRILLER
2013.0,0.0,Series,Joseph Weisberg,The Americans,Joseph Weisberg,1,1,8.4,MYSTERY
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,MUSICAL
2019.0,0.0,Movie,"Scott Silver, Jerry Robinson, Todd Phillips, Bob Kane, Bill Finger",Joker,Scott Silver,1,1,8.4,DRAMA
2012.0,0.0,Series,Heidi Thomas,Call the Midwife,Heidi Thomas,1,1,8.4,DRAMA
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The People v. O.J. Simpson,Tom Rob Smith,1,1,8.4,CRIME
2017.0,0.0,Movie,"Makoto Shinkai, Clark Cheng",Your Name,Makoto Shinkai,1,1,8.4,DRAMA
2020.0,0.0,Series,"Bill Wolkoff, Radford Sechrist",Kipo and the Age of Wonderbeasts,Bill Wolkoff,1,1,8.4,ADVENTURE
2018.0,1.0,Series,"Aaron Ehasz, Justin Richmond",The Dragon Prince,Aaron Ehasz,1,1,8.4,THRILLER
2018.0,0.0,Movie,"Phil Lord, Rodney Rothman",Spider-Man: Into the Spider-Verse,Phil Lord,1,1,8.4,SCI-FI
2018.0,0.0,Series,Lisa McGee,Derry Girls,Lisa McGee,1,1,8.4,COMEDY
2013.0,0.0,Series,Chris Chibnall,Broadchurch,Chris Chibnall,1,1,8.4,CRIME
2011.0,0.0,Series,Ronan Bennett,Top Boy,Ronan Bennett,1,1,8.4,DRAMA
2020.0,0.0,Series,"David Hoge, Dan Cross",Julie and the Phantoms,David Hoge,1,1,8.4,FAMILY
2016.0,0.0,Series,"Tom Rob Smith, Larry Karaszewski, Scott Alexander",The Assassination of Gianni Versace,Tom Rob Smith,1,1,8.4,DRAMA
2015.0,0.0,Movie,Den Tolmor,Winter on Fire,Den Tolmor,1,1,8.4,DOCUMENTARY
2013.0,0.0,Series,Joseph Weisberg,The Americans,Joseph Weisberg,1,1,8.4,CRIME
2019.0,1.0,Series,Ricky Gervais,After Life,Ricky Gervais,1,1,8.4,COMEDY
2018.0,0.0,Series,"Tom Tykwer, Achim von Borries, Henk Handloegten",Babylon Berlin,Tom Tykwer,1,1,8.4,CRIME
2013.0,0.0,Series,"Tim O'Sullivan, Sarah Gomes Harris",Sarah and Duck,Tim O'Sullivan,1,1,8.4,ANIMATION
2019.0,0.0,Movie,"Scott Silver, Jerry Robinson, Todd Phillips, Bob Kane, Bill Finger",Joker,Scott Silver,1,1,8.4,THRILLER
2013.0,0.0,Series,Joseph Weisberg,The Americans,Joseph Weisberg,1,1,8.4,DRAMA
2020.0,0.0,Series,"David Hoge, Dan Cross",Julie and the Phantoms,David Hoge,1,1,8.4,MUSICAL
2019.0,0.0,Series,"Swaroop Rsj, Naveen Polishetty",Agent,Swaroop Rsj,1,1,8.4,THRILLER
2012.0,0.0,Movie,"Jonathan Nolan, David S. Goyer, Christopher Nolan, Bob Kane",The Dark Knight Rises,Jonathan Nolan,1,1,8.4,ADVENTURE
2019.0,0.0,Movie,"Scott Silver, Jerry Robinson, Todd Phillips, Bob Kane, Bill Finger",Joker,Scott Silver,1,1,8.4,CRIME
2010.0,0.0,Movie,"Mike Munn, Sam Dunn, Scot McFadyen",Rush: Beyond the Lighted Stage,Mike Munn,1,1,8.4,DOCUMENTARY
2013.0,0.0,Series,Sally Wainwright,Last Tango in Halifax,Sally Wainwright,1,1,8.3,ROMANCE
2013.0,0.0,Series,"Kim Coghill, Graeme Manson, Alex Levine, Elize Morgan, Bob Mackowycz Jr., Adam Higgs, Rebecca Sernasie, John Fawcett, Peter Rowley, Jeff Detsky, Andrew De Angelis",Orphan Black,Kim Coghill,1,1,8.3,DRAMA
2018.0,0.0,Series,Julie Andem,Skam France,Julie Andem,1,1,8.3,ROMANCE
2011.0,0.0,Series,"Tatsuhiko Urahata, Yomi Hirasaka",I Do Not Have Many Friends,Tatsuhiko Urahata,1,1,8.3,ANIMATION
2018.0,0.0,Movie,Hannah Gadsby,Hannah Gadsby: Nanette,Hannah Gadsby,1,1,8.3,COMEDY
2014.0,0.0,Movie,Matthew Miller,Forever,Matthew Miller,1,1,8.3,CRIME
2013.0,0.0,Movie,"Hideaki Sorachi, Akatsuki Yamatoya",Gintama: The Movie,Hideaki Sorachi,1,1,8.3,ACTION
2012.0,0.0,Movie,Bill Burr,Bill Burr: You People Are All the Same,Bill Burr,1,1,8.3,COMEDY
2016.0,1.0,Movie,"Ava DuVernay, Spencer Averick",13TH,Ava DuVernay,1,1,8.3,CRIME
2015.0,1.0,Series,"J. Michael Straczynski, Lana Wachowski, Lilly Wachowski",Sense8,J. Michael Straczynski,1,1,8.3,MYSTERY
2018.0,0.0,Series,"David Sacks, Olan Rogers",Final Space,David Sacks,1,1,8.3,ANIMATION
2016.0,0.0,Series,Max Landis,Dirk Gentlys Holistic Detective Agency,Max Landis,1,1,8.3,MYSTERY
2018.0,1.0,Series,"Prashanth Venkataramanujam, Hasan Minhaj",Patriot Act with Hasan Minhaj,Prashanth Venkataramanujam,1,1,8.3,TALK-SHOW
2013.0,0.0,Series,Ann Biderman,Ray Donovan,Ann Biderman,1,1,8.3,CRIME
2019.0,0.0,Movie,Esat Ozcan,They Shall Not Grow Old,Esat Ozcan,1,1,8.3,DOCUMENTARY
2013.0,0.0,Movie,"Hideaki Sorachi, Akatsuki Yamatoya",Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,Hideaki Sorachi,1,1,8.3,ACTION
2019.0,0.0,Series,Russell T. Davies,Years and Years,Russell T. Davies,1,1,8.3,SCI-FI
2021.0,0.0,Series,"Craig McCracken, Francisco Angones, Lauren Faust",Kid Cosmic,Craig McCracken,1,1,8.3,ACTION
2018.0,1.0,Series,Cristian Conti,Wild District,Cristian Conti,1,1,8.3,CRIME
2014.0,0.0,Movie,Matthew Miller,Forever,Matthew Miller,1,1,8.3,SCI-FI
2016.0,0.0,Series,"Muhammad Usamah Zaid, Shafiq Isa, Fuad Md Din, Mohd Faiz Hanafiah, Nazmi Yatim",Ejen Ali,Muhammad Usamah Zaid,1,1,8.3,SCI-FI
2013.0,0.0,Movie,"Hideaki Sorachi, Akatsuki Yamatoya",Gintama: The Movie,Hideaki Sorachi,1,1,8.3,ANIMATION
2011.0,0.0,Series,"Howard Gordon, Alex Gansa",Homeland,Howard Gordon,1,1,8.3,CRIME
2016.0,0.0,Series,Max Landis,Dirk Gentlys Holistic Detective Agency,Max Landis,1,1,8.3,FANTASY
2021.0,0.0,Series,"Craig McCracken, Francisco Angones, Lauren Faust",Kid Cosmic,Craig McCracken,1,1,8.3,COMEDY
2020.0,0.0,Series,Duncan Trussell,The Midnight Gospel,Duncan Trussell,1,1,8.3,ADVENTURE
2015.0,1.0,Series,"J. Michael Straczynski, Lana Wachowski, Lilly Wachowski",Sense8,J. Michael Straczynski,1,1,8.3,THRILLER
2017.0,1.0,Series,Robia Rashid,Atypical,Robia Rashid,1,1,8.3,COMEDY
2015.0,1.0,Series,"Aziz Ansari, Alan Yang",Master of None,Aziz Ansari,1,1,8.3,COMEDY
2011.0,0.0,Series,"Howard Gordon, Alex Gansa",Homeland,Howard Gordon,1,1,8.3,MYSTERY
2018.0,0.0,Movie,"Pooja Ladha Surti, Yogesh Chandekar, Olivier Treiner, Hemanth M. Rao, Arijit Biswas, Sriram Raghavan",Andhadhun,Pooja Ladha Surti,1,1,8.3,DRAMA
2018.0,0.0,Movie,Hannah Gadsby,Hannah Gadsby: Nanette,Hannah Gadsby,1,1,8.3,DOCUMENTARY
2020.0,0.0,Movie,"Krysty Wilson-Cairns, Sam Mendes",1917,Krysty Wilson-Cairns,1,1,8.3,THRILLER
2016.0,1.0,Movie,"Ava DuVernay, Spencer Averick",13TH,Ava DuVernay,1,1,8.3,DOCUMENTARY
2014.0,0.0,Movie,Matthew Miller,Forever,Matthew Miller,1,1,8.3,FANTASY
2020.0,0.0,Series,Duncan Trussell,The Midnight Gospel,Duncan Trussell,1,1,8.3,SCI-FI
2013.0,0.0,Series,Sally Wainwright,Last Tango in Halifax,Sally Wainwright,1,1,8.3,COMEDY
2017.0,0.0,Movie,Kris Sinioras,The Trap,Kris Sinioras,1,1,8.3,MYSTERY
2018.0,0.0,Series,"David Sacks, Olan Rogers",Final Space,David Sacks,1,1,8.3,ACTION
2016.0,0.0,Series,Max Landis,Dirk Gentlys Holistic Detective Agency,Max Landis,1,1,8.3,COMEDY
2018.0,0.0,Series,"David Sacks, Olan Rogers",Final Space,David Sacks,1,1,8.3,FANTASY
2021.0,0.0,Series,"Craig McCracken, Francisco Angones, Lauren Faust",Kid Cosmic,Craig McCracken,1,1,8.3,FANTASY
2015.0,0.0,Movie,Mark Neale,Hitting the Apex,Mark Neale,1,1,8.3,SPORT
2018.0,0.0,Movie,"Pooja Ladha Surti, Yogesh Chandekar, Olivier Treiner, Hemanth M. Rao, Arijit Biswas, Sriram Raghavan",Andhadhun,Pooja Ladha Surti,1,1,8.3,MYSTERY
2019.0,0.0,Movie,Naruhisa Arakawa,Lupinranger VS Patranger VS Kyuranger,Naruhisa Arakawa,1,1,8.3,SCI-FI
2019.0,0.0,Movie,Naruhisa Arakawa,Lupinranger VS Patranger VS Kyuranger,Naruhisa Arakawa,1,1,8.3,FANTASY
2015.0,0.0,Series,Debbie Horsfield,poldark,Debbie Horsfield,1,1,8.3,HISTORY
2013.0,0.0,Movie,"Tobias Lindholm, Thomas Vinterberg",The Hunt,Tobias Lindholm,1,1,8.3,DRAMA
2011.0,0.0,Series,"Howard Gordon, Alex Gansa",Homeland,Howard Gordon,1,1,8.3,THRILLER
2019.0,0.0,Movie,Esat Ozcan,They Shall Not Grow Old,Esat Ozcan,1,1,8.3,HISTORY
2016.0,1.0,Movie,"Ava DuVernay, Spencer Averick",13TH,Ava DuVernay,1,1,8.3,HISTORY
2012.0,0.0,Series,"John Coveny, Hunt Baldwin",Longmire,John Coveny,1,1,8.3,WESTERN
2019.0,0.0,Movie,"Mike Tucker, Daniel Gabriel",Mosul,Mike Tucker,1,1,8.3,DOCUMENTARY
